Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Backlog,Reopened,On Hold,Refined,In Development,Ready for test,In Testing,Waiting for acceptance,In Progress,Done,Abandoned,,,,
Production bug,CALLS-569,International payment missing beneficiary bank's name/address,7/22/24,0.63h,,0.28h,,,,7.08h,18.05h,69.18h,2.30h,,,,15504.65h,,,,
,CALLS-572,"STAR - Account Report (camt.052), Statement (camt.053) - flow merge impact",8/27/24,0.00h,839.52h,1.58h,,,,0.00h,,25.63h,98.72h,,,,14637.05h,,,,
Production bug,CALLS-577,iBank international payment form - missing notifications correction/cleanup,8/8/24,0.00h,20.10h,165.47h,,,,23.42h,77.32h,214.38h,22.35h,,,,15095.60h,,,,
Production bug,CALLS-568,iBank: Minor UI fixes in Import of Payments page,7/29/24,17.32h,0.00h,0.00h,,,,0.30h,32.00h,232.03h,0.23h,,,,15337.57h,,,,
,CALLS-567,Payment to non-SEPA country - BIC is replaced after double authorization in STAR,8/23/24,171.97h,,449.63h,,,,50.80h,3.10h,51.03h,166.15h,,,,14731.07h,,,,
,CALLS-782,Cross-border instant payments new out_channel_codes (SIPCO/SIPCI),12/5/24,0.00h,1199.23h,1802.23h,,,,25.25h,100.57h,19.73h,195.83h,,,,12234.73h,,,,
Production bug,CALLS-566,"Payment to non-SEPA country, beneficiary address validation",7/23/24,0.07h,,3.43h,,,,0.00h,0.93h,1.70h,138.23h,,,,15481.45h,,,,
,CALLS-789,ProScan/Risk screening of cross-border instant payments,2/13/25,0.00h,539.68h,2463.55h,,,,1046.77h,802.87h,1.75h,165.62h,,,,10559.13h,,,,
Production bug,CALLS-565,International payment missing beneficiary bank's name/address,7/22/24,23.82h,,3.43h,,,,0.00h,0.93h,1.70h,115.02h,,,,15504.68h,,,,
Production bug,CALLS-562,Epe error appears every night when you try to validate stuck OPV payments,7/15/24,0.10h,,2.42h,,,,0.00h,2.15h,0.02h,67.38h,,,,15674.42h,,,,
Production bug,CALLS-563,"iBank International payment form - ""Doc.No"" optional field has asterisk and wrong tooltip",7/19/24,0.00h,18.05h,118.00h,,,,0.00h,22.13h,4.62h,49.27h,,,,15574.13h,,,,
,CALLS-703,[DB] Add payments.transaction_type classifier entries for new OP_IDs,9/30/24,1705.82h,,168.20h,,,,0.00h,137.15h,0.00h,0.00h,,,,13826.05h,,,,
,CALLS-557,[DB] Update SGW waiting payments views,10/1/24,0.00h,,137.78h,,,,1.45h,99.33h,1875.52h,0.00h,,,,13793.65h,,,,
,CALLS-555,Create new error code (DP schema),7/4/24,0.45h,,0.00h,,,,0.43h,0.70h,4.10h,0.00h,,,,15931.28h,,,,
,CALLS-554,SGW - Endpoint for Payments status check,10/1/24,0.03h,119.18h,0.03h,,,,725.33h,1295.68h,0.00h,0.00h,,,,13797.10h,,,,
,CALLS-551,[Cards] Payments to merchants in LV works incorrectly after FM,7/3/24,0.00h,,5.35h,,,,0.00h,18.95h,0.98h,2.33h,,,,15958.57h,,,,
,CALLS-548,(Forms) Message search does not find archived messages by creation date,7/4/24,0.02h,,114.58h,,,,0.00h,5.77h,17.28h,4.37h,,,,15933.35h,,,,
,CALLS-547,(Forms) Original CT and full chain is not shown in SEPA Message Chain form,7/15/24,0.03h,,139.35h,,,,29.73h,210.33h,27.82h,0.93h,,,,15668.38h,,,,
,CALLS-546,Unable to create FOCR return in LV,7/10/24,164.48h,,0.00h,,,,118.27h,25.88h,3.67h,1.45h,,,,15787.88h,,,,
,CALLS-686,iBank: cross-border SEPA payments validation in SMART form,12/2/24,2183.65h,,0.75h,,,,161.05h,1241.70h,85.87h,120.77h,,,,12311.08h,,,,
,CALLS-549,Incoming payment to start account (STARDIKONTO) is credited automatically (EE only),7/4/24,0.12h,,214.70h,,,,1.55h,3.52h,0.53h,0.22h,,,,15931.07h,,,,
,CALLS-544,Urban Code configuration (PROD),1/16/25,0.52h,3666.87h,505.63h,,,,695.15h,6.88h,115.73h,21.62h,,,,11232.78h,,,,
,CALLS-543,Urban Code configuration (PPTE),11/21/24,0.52h,162.32h,0.27h,,,,0.00h,2329.25h,0.02h,1182.50h,,,,12570.35h,,,,
Production bug,CALLS-545,Payment to non-SEPA country is processed as SEPA payment,7/18/24,0.13h,167.30h,304.97h,,,,8.65h,57.47h,116.75h,153.62h,,,,15602.25h,,,,
,CALLS-601,[CORE DB] Delay processing of cross-border and intragroup SEPA payments while Flow Merge activation is ongoing,8/26/24,49.38h,,92.68h,,,,474.32h,166.77h,1014.50h,1.88h,,,,14659.82h,,,,
,CALLS-513,Move iso-exchange queues from GATE to PPTE,8/19/24,0.00h,,0.00h,,,,0.75h,25.58h,0.22h,1562.77h,,,,14828.00h,,,,
Production bug,CALLS-550,iBank LT - European payment form - Obsolete asterisk for creditor issuer,7/3/24,0.02h,,479.73h,,,,0.12h,5.83h,18.72h,0.65h,,,,15960.80h,,,,
,CALLS-528,Verify SWIFT MT940/942 account statements,8/9/24,0.02h,0.38h,883.68h,,,,0.00h,,268.82h,258.17h,,,,15074.18h,,,,
,CALLS-523,SWIFT MT950 account statement - flow merge impact,8/20/24,0.00h,146.27h,1118.48h,,,,0.80h,27.35h,189.07h,242.83h,,,,14805.95h,,,,
,CALLS-512,[SEPA FLM] - iBank Incoming international payment - wrong archiving id,6/14/24,0.40h,0.15h,67.15h,,,,6.12h,16.85h,0.33h,5.18h,,,,16412.35h,,,,
,CALLS-678,iBank: add beneficiary's address fields to SMART form in LV and EE,10/1/24,0.03h,,2258.60h,,,,163.65h,263.32h,3.90h,27.20h,,,,13795.80h,,,,
,CALLS-527,Update regression tests,8/8/24,0.00h,,643.27h,,,,335.95h,0.00h,122.15h,385.18h,,,,15093.58h,,,,
,CALLS-511,iBank: FX: Hide labels related to automatic currency conversion,6/14/24,95.92h,,0.00h,,,,23.87h,0.28h,45.82h,1.60h,,,,16412.78h,,,,
,CALLS-510,iBank: FX: Add notification,6/19/24,119.80h,,0.00h,,,,0.00h,45.72h,1.13h,120.33h,,,,16293.33h,,,,
,CALLS-508,Check db views for possible Flow Merge impact,7/29/24,0.00h,984.53h,139.52h,,,,2.87h,44.90h,124.48h,1.88h,,,,15331.75h,,,,
,CALLS-526,Verify additional scenarios in Forms Teller - Electronical domestic payments,7/15/24,0.00h,45.70h,858.18h,,,,0.00h,,96.63h,3.98h,,,,15669.27h,,,,
,CALLS-532,(TEST) Verify message exchange with TPS,6/26/24,0.00h,,382.17h,,,,142.18h,0.00h,0.00h,23.17h,,,,16128.73h,,,,
Production bug,CALLS-509,Epe error appears every night after midnight,6/7/24,0.78h,,140.57h,,,,0.92h,1.60h,0.22h,20.27h,,,,16583.98h,,,,
,CALLS-514,(Forms) Show original data for incoming payment when message is archived,7/10/24,0.00h,,499.93h,,,,341.28h,26.18h,118.68h,1.05h,,,,15789.37h,,,,
,CALLS-756,Launch 2 instance set-up of SEPA exchange in production,2/16/25,284.28h,,5614.00h,,,,423.62h,0.00h,0.00h,0.00h,,,,10472.70h,,,,
,CALLS-507,iBank - Incoming/outgoing return payment opens from statement in wrong window,6/11/24,0.03h,,139.80h,,,,5.13h,93.05h,69.83h,27.83h,,,,16486.27h,,,,
,CALLS-770,Configure SEPA Inst instance and run performance tests,1/30/25,334.47h,,3020.73h,,,,3.63h,19.28h,890.90h,1684.33h,,,,10891.43h,,,,
,CALLS-522,Open Banking - Endpoint for Payments status check,8/22/24,357.20h,,551.03h,,,,1137.15h,38.18h,0.00h,0.00h,,,,14761.98h,,,,
,CALLS-862,Adjust MQ connections/limitation,1/23/25,338.23h,,5400.43h,,,,0.45h,,26.90h,22.15h,,,,11060.40h,,,,
,CALLS-863,DB resource allocation to each instance,1/23/25,338.28h,,2731.73h,,,,0.00h,144.47h,2551.60h,22.12h,,,,11060.42h,,,,
,CALLS-537,Setup of new servers PROD for SEPA Inst,12/5/24,3935.73h,,1.93h,,,,435.22h,212.17h,24.15h,0.00h,,,,12240.62h,,,,
,CALLS-536,Order new servers PROD for SEPA Inst,11/14/24,3935.75h,,1.95h,,,,101.62h,68.48h,0.00h,0.00h,,,,12742.05h,,,,
,CALLS-538,Setup of new servers (DEV/PPTE/GATE) for SEPA Inst,11/4/24,555.85h,,0.00h,,,,41.73h,2356.75h,0.00h,914.67h,,,,12980.87h,,,,
,CALLS-535,Order new servers (DEV/PPTE/GATE) for SEPA Inst,6/21/24,556.00h,,0.00h,,,,21.73h,19.98h,0.00h,0.00h,,,,16252.32h,,,,
,CALLS-505,Cancelled SEPCO/SEPGO payments are not shown under failed payments link,6/3/24,1.40h,,73.00h,,,,74.63h,21.50h,75.47h,0.80h,,,,16676.90h,,,,
,CALLS-504,Wrong behavior for cancelled SEPCO/SEPGO payments in List of Payments,6/20/24,0.47h,0.75h,94.08h,,,,430.65h,52.63h,10.00h,82.62h,,,,16273.47h,,,,
,CALLS-503,[DB] STAR lightjava procedure changes,5/31/24,0.00h,,17.83h,,,,0.00h,169.65h,0.62h,22.72h,,,,16751.22h,,,,
,CALLS-502,iBank: Fix Account Number formatting,5/28/24,44.78h,,0.00h,,,,0.00h,6.02h,117.03h,1.18h,,,,16821.80h,,,,
Production bug,CALLS-501,iBank: Back button does not work,5/28/24,139.23h,,0.00h,,,,0.00h,6.00h,114.35h,1.05h,,,,16824.63h,,,,
,CALLS-500,iBank - Remove obsolete sanctions related validation and error message,5/28/24,0.02h,,0.03h,,,,0.00h,146.53h,116.70h,0.35h,,,,16823.02h,,,,
,CALLS-499,iBank: Improve International Payment form layout,5/20/24,0.00h,,0.00h,,,,0.00h,17.87h,75.58h,1.28h,,,,17013.88h,,,,
,CALLS-498,Delete old camt.054 and pacs.009 processing rules,6/3/24,0.37h,,260.07h,,,,100.92h,65.52h,0.58h,5.32h,,,,16676.87h,,,,
,CALLS-496,"LV iBank PDF - Outgoing payment (SEPCO, EKSCO, SEPGO) - BIC not printed correctly",5/28/24,0.13h,,41.73h,,,,24.23h,166.18h,92.75h,4.30h,,,,16825.78h,,,,
,CALLS-493,Missing service fee,5/27/24,15.63h,,49.50h,,,,2.38h,20.88h,125.33h,121.75h,,,,16842.92h,,,,
,CALLS-525,Verify additional scenarios in iBank,7/15/24,0.18h,771.27h,715.40h,,,,0.00h,,96.63h,4.13h,,,,15669.13h,,,,
,CALLS-491,iBank: Duplicity check for SEPA cross-border/intragroup payments,5/17/24,0.38h,,19.52h,,,,0.07h,99.30h,20.42h,50.97h,,,,17086.85h,,,,
Production bug,CALLS-490,iBank: fix layout issues,5/16/24,0.05h,,0.00h,,,,0.00h,25.42h,135.07h,8.63h,,,,17108.48h,,,,
,CALLS-689,iBank: updating/adding payment to defined payments after signing in SMART form,9/25/24,0.08h,287.15h,2952.28h,,,,0.00h,23.37h,0.53h,20.17h,,,,13944.68h,,,,
,CALLS-489,[DB] Change offline payments procedure to allow specify event type,5/14/24,0.02h,,0.15h,,,,0.03h,17.80h,24.12h,99.50h,,,,17158.83h,,,,
,CALLS-521,SGW - capturing not forwarded/executed payments to DP structure,10/2/24,834.08h,,194.23h,,,,740.95h,1782.27h,0.00h,0.00h,,,,13770.90h,,,,
,CALLS-584,[STAR] Switching transaction types in Print Transaction can cause customer charges to be applied for rest of types,3/26/25,2177.35h,4878.70h,0.00h,,,,399.57h,247.48h,,,,,,,9572.45h,,,
,CALLS-488,[DB] Grant dba roles for ISO_EXCHANGE_APP_ROLE and PAYMENT_SUP,5/8/24,0.02h,,3.33h,,,,0.00h,20.97h,3.32h,0.00h,,,,17303.23h,,,,
Production bug,CALLS-486,[EKS] Instant payment priority not returned during new LV emergency solution,5/6/24,0.00h,,0.22h,,,,0.40h,1.30h,65.97h,1.87h,,,,17351.17h,,,,
,CALLS-485,[LV ACT] Processing SO (camt.054) from T2 GUI to pre-fund Clearing cover account,5/16/24,0.12h,,165.23h,,,,78.15h,0.00h,68.28h,0.00h,,,,17111.48h,,,,
,CALLS-531,(TEST) Verify special cases related to legacy payments (Days D-1 and D),7/23/24,1.70h,954.07h,821.08h,,,,0.00h,,3.90h,189.92h,,,,15479.20h,,,,
,CALLS-529,(TEST) Verify SEPA payment bookings (Day D),7/3/24,0.77h,,1321.50h,,,,0.00h,,0.00h,173.92h,,,,15954.80h,,,,
,CALLS-540,[SEPA FM] delete SQL monitoring in response to SEPA FM data changes,8/20/24,1893.25h,0.03h,167.88h,,,,621.68h,0.12h,0.00h,0.00h,,,,14811.40h,,,,
,CALLS-539,[SEPA FM] update SQL monitoring in response to SEPA FM data changes,8/7/24,1893.38h,0.00h,167.93h,,,,143.67h,3.67h,142.20h,22.62h,,,,15120.93h,,,,
Production bug,CALLS-487,"[iBank] Business Incoming International Payments Socket read timed out SQL: {call VM.IIP.GET_IPMTS_IPANK(?,?,?,?,?)}",5/14/24,0.02h,,257.65h,,,,2.28h,165.82h,1.13h,2.43h,,,,17158.50h,,,,
,CALLS-680,iBank: open SMART form when European payment is being created from old payment,10/31/24,293.65h,,3714.93h,,,,2.22h,286.27h,168.55h,48.93h,,,,13079.28h,,,,
,CALLS-484,STAR SEPA cross-border have DP columns filled incorrectly,6/3/24,0.02h,,19.88h,,,,821.78h,47.05h,65.50h,6.78h,,,,16676.07h,,,,
,CALLS-679,iBank: update SMART form to show international SEPA payments for suggested payments,12/4/24,339.77h,,4172.00h,,,,0.53h,620.80h,24.53h,148.07h,,,,12262.27h,,,,
,CALLS-552,Message spelling in IB,7/5/24,0.00h,,1727.27h,,,,1.25h,0.98h,21.87h,2.77h,,,,15909.73h,,,,
,CALLS-687,iBank: update payment types in list of payments,10/18/24,384.32h,,3306.90h,,,,5.97h,373.90h,100.37h,55.72h,,,,13385.33h,,,,
,CALLS-681,iBank: update information sent to NA,1/2/25,5112.38h,,500.22h,,,,21.68h,125.03h,161.67h,196.08h,,,,11567.85h,,,,
,CALLS-677,iBank: update SMART form to allow international SEPA payments,12/6/24,480.40h,,3046.40h,,,,165.07h,1447.87h,238.00h,191.23h,,,,12211.65h,,,,
,CALLS-477,(Forms) Enable searching and viewing archived DP cases,7/4/24,29.25h,,931.35h,,,,701.40h,185.97h,28.77h,2.27h,,,,15931.07h,,,,
,CALLS-476,(Forms) Enable searching archived messages,5/23/24,26.55h,,117.43h,,,,0.12h,528.37h,125.97h,72.63h,,,,16938.98h,,,,
,CALLS-467,(Forms) Enable searching archived messages,4/19/24,71.18h,,,,,,,,,,,,,,17757.50h,,,
,CALLS-465,(Forms) Show message details for archived messages,6/28/24,43.87h,,790.72h,,,,363.85h,500.50h,0.42h,52.30h,,,,16077.02h,,,,
,CALLS-464,(Forms) Enable searching and viewing archived DP cases,4/19/24,71.18h,,,,,,,,,,,,,,17757.52h,,,
,CALLS-469,iBank: show that EUR are missing in list of payments,4/29/24,0.00h,,46.40h,,,,44.02h,141.63h,22.00h,80.78h,,,,17516.83h,,,,
,CALLS-520,"SGW - SEPA payment name length check (Beneficiary name, Ultimate payer/ beneficiary name) - flow merge impact testing",9/30/24,0.03h,,1535.62h,,,,70.12h,,2255.02h,117.08h,,,,13826.38h,,,,
,CALLS-519,"SGW - Account Report (camt.052), Statement (camt.053) - flow merge impact testing",10/1/24,0.00h,,3763.70h,,,,0.00h,,287.60h,0.00h,,,,13801.47h,,,,
,CALLS-483,Payment Services performance testing,5/9/24,0.00h,,236.68h,,,,1.97h,339.82h,0.00h,0.00h,,,,17275.57h,,,,
Production bug,CALLS-564,User with Account balance and statement profile can archive and delete archived e-invoice in iBank,9/10/24,2291.53h,0.00h,2.67h,,,,0.83h,26.45h,76.75h,24.65h,,,,15503.35h,,,,
,CALLS-597,Data loading to GDW excludes payments moved between DP/VMK structures,8/27/24,1345.80h,,378.45h,,,,1517.03h,94.35h,2.47h,18.17h,,,,14641.55h,,,,
,CALLS-482,iBank: update currency dropdown for defined foreign payments (unify logic for corporate and private),5/7/24,0.35h,,286.68h,,,,18.78h,361.60h,22.17h,77.55h,,,,17325.12h,,,,
,CALLS-472,iBank: do not change payment currency when editing international payment,5/10/24,0.00h,,587.32h,,,,203.22h,7.38h,23.62h,21.43h,,,,17253.70h,,,,
,CALLS-450,Payment Services load testing page on Ibank,4/18/24,0.00h,,23.30h,,,,3.33h,190.60h,70.87h,77.73h,,,,17779.57h,,,,
,CALLS-468,iBank: show all currencies having currency exchange rate for private customers,4/22/24,49.52h,,309.27h,,,,19.28h,5.30h,24.37h,72.30h,,,,17684.12h,,,,
,CALLS-471,"ibank: if customer is missing EUR for payment, show different message than for other currencies",4/26/24,141.07h,,408.53h,,,,0.25h,5.43h,16.92h,5.27h,,,,17589.52h,,,,
,CALLS-449,[DB] Grant rights for monitoring user,4/2/24,0.00h,,0.97h,,,,0.00h,0.43h,0.00h,95.12h,,,,18165.87h,,,,
,CALLS-470,ibank: payment processing fails,4/29/24,759.03h,,,,,,,,,,,,,,17522.35h,,,
,CALLS-448,iBank - SEPA cross-border payment awaiting for funds status issue,4/4/24,0.00h,0.13h,23.17h,,,,0.00h,94.15h,26.17h,22.85h,,,,18116.52h,,,,
Production bug,CALLS-595,ibank: issue in domestic payment form after changing account,9/4/24,4.90h,2.42h,3572.22h,,,,0.00h,105.57h,155.48h,75.97h,,,,14444.82h,,,,
,CALLS-497,iBank - Smart payment form - Ultimate payer/beneficiary address mandatory fields UI improvement,5/29/24,0.02h,,1314.13h,,,,99.42h,3.35h,188.55h,26.67h,,,,16795.08h,,,,
,CALLS-506,iBank - Smart payment - draw attention to incomplete address,6/7/24,0.00h,77.30h,1507.08h,,,,0.15h,222.13h,18.17h,25.35h,,,,16583.25h,,,,
,CALLS-446,Standing orders data is closed,3/27/24,0.00h,,16.65h,,,,70.83h,28.52h,20.60h,0.23h,,,,18312.90h,,,,
,CALLS-444,SEPA cross-border/intra-group payments validation improvement,4/12/24,0.02h,,19.20h,,,,0.05h,97.82h,363.03h,46.67h,,,,17925.55h,,,,
Production bug,CALLS-445,Business customers without reg number not able to make payment in smart form,3/21/24,0.02h,,1.78h,,,,0.00h,0.07h,0.15h,0.30h,,,,18450.33h,,,,
,CALLS-443,European payment BIC derivation not possible - route to foreign flow,4/5/24,0.00h,120.90h,43.53h,,,,,,,,,,,200.08h,18094.03h,,,
,CALLS-559,iBank private - Incoming international payments list - account selector,7/16/24,0.00h,21.53h,2712.37h,,,,0.28h,27.23h,73.27h,21.30h,,,,15648.02h,,,,
Production bug,CALLS-553,iBank - Incoming international payments - period search error label,7/5/24,0.02h,220.90h,2346.98h,,,,1.27h,0.98h,21.87h,3.02h,,,,15909.48h,,,,
,CALLS-561,ibank: Back button position in international payment view form,7/16/24,2780.57h,,0.00h,,,,0.00h,5.25h,86.23h,5.65h,,,,15648.05h,,,,
,CALLS-442,ibank: error on opening old payment from statement,4/12/24,0.17h,,21.83h,,,,338.95h,185.88h,8.23h,45.63h,,,,17926.43h,,,,
,CALLS-441,possibleDuplicate warning not saved to DP,3/19/24,0.00h,,0.00h,,,,4.03h,21.88h,1.12h,0.17h,,,,18501.62h,,,,
,CALLS-440,Hide and clear data button not clearing,3/21/24,0.97h,,0.00h,,,,0.20h,29.78h,116.35h,24.02h,,,,18453.57h,,,,
,CALLS-439,Error label is too short,3/20/24,19.97h,,0.00h,,,,0.00h,2.12h,167.80h,0.52h,,,,18478.13h,,,,
,CALLS-518,"Open banking - SEPA payment name length check (Beneficiary name, Ultimate payer/ beneficiary name) - flow merge impact testing",6/21/24,0.02h,1196.77h,1200.22h,,,,47.38h,,0.00h,0.00h,19.62h,,,16249.67h,,,,
,CALLS-437,"iBank/SGW - Account Report (camt.052), Statement (camt.053) - flow merge impact",4/22/24,131.38h,,1.03h,,,,291.57h,70.98h,388.72h,114.32h,,,,17692.22h,,,,
,CALLS-517,SGW - Credit notification camt.054 - flow merge impact,10/3/24,0.10h,,4606.82h,,,,0.00h,,296.77h,46.40h,,,,13745.88h,,,,
,CALLS-463,iBank: update downlod PDF/asice view for mass payments,5/17/24,0.03h,,1316.93h,,,,0.00h,215.35h,123.62h,22.37h,,,,17085.72h,,,,
,CALLS-462,iBank: expand Default details field,5/2/24,0.15h,,1173.53h,,,,24.25h,0.97h,72.27h,48.00h,,,,17444.95h,,,,
,CALLS-474,iBank: update labels,6/14/24,2175.18h,,24.45h,,,,0.77h,6.22h,65.05h,99.73h,,,,16414.28h,,,,
,CALLS-707,[DB] Add new reason codes to PAYMENTS_ISO.REASON_CODE,10/1/24,0.00h,,4865.13h,,,,95.78h,23.68h,0.00h,0.00h,,,,13801.53h,,,,
,CALLS-436,EKSE Nostro is not credited according to pacs.009,3/22/24,0.43h,,331.03h,,,,0.12h,2.07h,2.72h,18.85h,,,,18433.42h,,,,
,CALLS-683,DB: create sysglobal for European (SEPA) payments in one form,9/20/24,1491.32h,,3046.32h,,,,139.78h,24.98h,26.75h,0.00h,,,,14062.38h,,,,
,CALLS-434,[DB] New error codes creation for name checks,3/21/24,0.00h,,165.07h,,,,0.00h,3.37h,22.12h,166.77h,,,,18452.02h,,,,
,CALLS-495,[STAR] Wrong residency indication in LV payment copy (PDF),5/31/24,0.00h,450.28h,1199.52h,,,,151.12h,216.23h,18.10h,25.32h,,,,16751.22h,,,,
,CALLS-435,"Ibank Einvoice: after paying the invoice manually, the status does not change, when the invoice is paid",5/8/24,51.97h,,204.92h,,,,8.22h,547.73h,191.47h,77.33h,,,,17707.85h,,,,
,CALLS-438,iBank: element location when importing file fails with errors,3/12/24,186.23h,,0.00h,,,,0.00h,1.30h,4.20h,0.28h,,,,18666.07h,,,,
,CALLS-433,IBank: E-Invoice signing issue in Mobile App after jump to IBank,3/6/24,0.12h,,23.73h,,,,,,,,,,,18812.92h,22.83h,,,
,CALLS-461,iBank: update review page of consolidated / salary payments,5/9/24,168.05h,,1175.73h,,,,123.60h,142.18h,15.52h,30.52h,,,,17276.43h,,,,
Production bug,CALLS-432,IBank: Incorrect beneficiary name filled in for einvoice manual payment,3/1/24,0.15h,,15.98h,,,,0.60h,,0.15h,1.57h,,,,18934.22h,,,,
,CALLS-431,[DB] Procedure to move imported payments,4/8/24,4.72h,,0.00h,,,,0.00h,354.95h,262.93h,309.22h,,,,18026.42h,,,,
,CALLS-556,iBank - Mass payment - wrong status shown for future date payments in detail view,7/17/24,0.07h,,3022.08h,,,,27.40h,58.15h,205.55h,24.82h,,,,15620.62h,,,,
,CALLS-460,iBank: test switching mass payments from SEPA to instant SEPA,6/13/24,4.82h,171.42h,2346.38h,,,,,,,,,,,16437.57h,,,,
,CALLS-430,"SEPA message creation - Name truncation (Beneficiary name, Ultimate payer/ beneficiary name)",3/18/24,0.00h,0.28h,168.63h,,,,172.15h,3.18h,19.68h,123.90h,,,,18522.10h,,,,
,CALLS-429,"iBank/SGW import - SEPA payment name length check (Beneficiary name, Ultimate payer/ beneficiary name)",4/15/24,0.00h,0.87h,184.73h,,,,25.43h,291.47h,359.98h,311.98h,,,,17852.17h,,,,
,CALLS-516,SGW LT - Cross-border SEPA payments after cut-off - flow merge impact testing,10/1/24,339.63h,,2373.08h,,,,67.80h,,2281.97h,117.20h,,,,13801.68h,,,,
,CALLS-515,Open Banking LT - Cross-border SEPA payments after cut-off (flow merge impact testing),6/21/24,0.08h,,2755.98h,,,,0.00h,,0.00h,23.28h,,,,16250.15h,,,,
,CALLS-428,[DB] Modify Payment History view in iBank,3/26/24,383.83h,,0.00h,,,,0.00h,3.88h,308.67h,4.08h,,,,18331.55h,,,,
,CALLS-427,[DB] Create error codes for moved payments,2/29/24,75.77h,,0.00h,,,,0.00h,2.78h,0.00h,0.00h,,,,18953.55h,,,,
,CALLS-475,(Forms) Show archived messages in SEPA message chain,5/22/24,0.00h,260.25h,1195.78h,,,,528.50h,25.12h,100.80h,46.90h,,,,16964.72h,,,,
,CALLS-453,LT: Cross-border SEPA payments after cut-off (test with Home-bank payments),4/29/24,0.00h,,1319.63h,,,,165.90h,3.15h,42.47h,74.78h,,,,17519.10h,,,,
,CALLS-452,"Home-bank - Capture payments in DP (SEPCO, SEPGO)",4/29/24,0.03h,3.73h,1319.80h,,,,47.85h,123.92h,23.18h,91.37h,,,,17519.12h,,,,
Production bug,CALLS-576,[LV & EE] Need full country names in International payment pdf (iBank),8/9/24,213.78h,3522.87h,0.00h,,,,23.15h,216.55h,98.70h,26.28h,,,,15068.28h,,,,
,CALLS-423,"EKSI to closed account, got SEPA manual message after processing ProScan response",3/21/24,0.17h,,92.03h,,,,719.40h,0.58h,0.00h,5.80h,,,,18451.35h,,,,
,CALLS-425,"iBank - SEPA payment name length check (Beneficiary name, Ultimate payer/ beneficiary name)",3/14/24,0.00h,351.40h,120.93h,,,,1.93h,49.50h,46.78h,118.27h,,,,18624.55h,,,,
